,title,view
1744,[/SS 완료/NNG ]/SS 내일/NNG (/SS 8/SN //SP 15/SN )/SS 용아맥/NNG 분노/NNG 의/JKG 질주/NNG 10/SN :/SP 50/SN 취소/NNG 하/XSV ㅂ니다/EF ./SF,294
1745,오늘/NNG 용산/NNP CGV/SL 에서/JKB 무슨/MM 이벤트/NNG 하나/NR 요/EF ?/SF,1553
1746,CGV/SL VIP/SL 포인트/NNG 관련/NNG 질문/NNG 하/XSV ㅂ니다/EC,1040
1747,분노/NNG 의/JKG 질주/NNG 아/XR 맥/NNG 포스터/NNG 받/VV 았/EP 어요/EF !/SF !/SF,854
1748,8/SN 월/NNB 13/SN 일자/NNG 좌석/NNG 판매/NNG 율/XSN,905
1749,8/SN 월/NNB 13/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,3983
1750,개인/NNG 적/XSN 으로/JKB 최고/NNG 의/JKG 미국/NNP 애니메이션/NNG 영화/NNG .../SE,1124
1751,개인/NNG 적/XSN 으로/JKB 좋아하/VV 는/ETM 영화/NNG,1700
1752,알라딘/NNP 4/SN dx/SL 보러오/VV 았/EP 어요/EC,746
1753,메가박스/NNG 시사회/NNG 질문/NNG 드리/VV ㅂ니다/EC,627
1754,14/SN 일/NNB 것/NNB 이/VCP ㄴ/EC 대/NNG 이벤트/NNG,928
1755,'/SS 토르/NNP 3/SN '/SS 팬포스터/NNG,669
1756,9/SN 월/NNB 예정/NNG 한국/NNP 영화/NNG 들/XSN 뭐/NP 있/VV 나요/EF ?/SF,825
1757,제/NP 가/JKS 보/VV 면/EC 다/MAG 천/NR 만/NR ~/SO,1580
1758,요즘/NNG 실사/NNG 영화/NNG 가/JKS 인기/NNG 있/VV 는/ETM 이유/NNG 가/JKS 뭐/NP 이/VCP ㄹ까요/EF ??/SF,1827
1759,누구/NP 나/JX 알/VV 는/ETM 비밀/NNG 재미있/VA 나요/EF ?/SF ?/SF,915
1760,8/SN 월/NNB 12/SN 일자/NNG 박스오피스/NNG 나오/VV 았/EP 네요/EF ../SE,1440
1761,8/SN 월/NNB 12/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,5379
1762,이/MM 영화/NNG 보신분/NNG 계/VV 신/NNG 가요/EF ?/SF 어떻/VA ㄴ가요/EF ?/SF,1169
1763,‘/SS 닥터/NNG 스트레인지/NNG 2/SN ’/SS 팬포스터/NNG,1040
1764,우리/NP 집/NNG gv/SL ../SE ./SF,1127
1765,우리/NP 집/NNG gv/SL 예매/NNG 지금/MAG 생각나/VV 았/EP 네요/EF ../SE,673
1766,영화/NNG 를/JKO 보/VV 기/ETN 위하/VV 여/EC 블루레이/NNP 플레이어/NNG 를/JKO 살/VV 려고/EC 하/VX 는데/EC 추천/NNG 부탁/NNG 드리/VV ㅂ니다/EF ./SF,613
1767,시사회/NNG 질문/NNG,311
1768,롯데시네마/NNP 시사회/NNG 양도/NNG 질문/NNG,539
1769,분노/NNG 의/JKG 질주/NNG 아이맥스/NNG 포스터/NNG 질문/NNG,730
1770,전쟁/NNG 영화/NNG 관련/NNG 하/XSV 여서/EC 질문/NNG 이/JKS 있/VV 습니다/EC,476
1771,시사회/NNG 당첨/NNG 은/JX 처음/NNG 이/VCP ㄴ데/EC 준비/NNG 하/XSV ㄹ/ETM 것/NNB 이/JKS 있/VV 을까요/EF ?/SF !/SF,1188
1772,같/VA 은/ETM 날/NNG 시사회/NNG 3/SN 개/NNB 당첨/NNG ;;/SP,1454
1773,그것/NP 2/SN 언제/MAG 개봉/NNG 하/XSV ㄹ까요/EF .../SE ?/SF,835
1774,"누구/NP 나/JX 알/VV 는/ETM 비밀/NNG ""/SS 를/JKO 만나/VV 고/EC 오/VV 았/EP 습니다/EF ./SF",914
1775,8/SN //SP 11/SN 좌석/NNG 판매/NNG 율/XSN,1670
1776,왓/NNP 치/VV 어/EC 12/SN 회/NNB -/SS 너무/MAG 들/XSN 하/NNG 시/EP 네요/EC (/SS 노스포/NNP )/SS,1260
1777,올해/NNG 영화/NNG 들/XSN 중/NNB 에서/JKB 가장/MAG 연출/NNG 이/JKS 좋/VA 았/EP 던/ETM 장면/NNG 들/XSN 뭐/NP 가/JKS 있/VV 었/EP 나요/EF ?/SF,1921
1778,용산/NNP 4/SN dx/SL 질문/NNG 이/VCP ㅂ니다/EF !/SF !/SF,525
1779,넷플릭스/NNP 관련/NNG 질문/NNG 이/VCP ㅂ니다/EF ./SF,732
1780,CGV/SL VIP/SL 스페셜/NNG 데이/NNG 질문/NNG,1097
1781,CGV/SL VIP/SL 선정/NNG 포인트/NNG 질문/NNG,935
1782,레고/NNG 를/JKO 너무/MAG 좋아하/VV 는/ETM 배우/NNG,1775
1783,8/SN 월/NNB 2/SN 주/NNG 차/NNB 넷플릭스/NNP 신작/NNG 들/XSN,1706
1784,게임/NNG 으로/JKB 제작/NNG 하/XSV ㄹ/ETM 만/NNB 하/VV ㄴ/ETM 호러/NNG 영화/NNG 8/SN 편/NNB ./SP jpg/SL,1403
1785,./SF,1261
1786,네/IC 이/NNP 버/NNG 시리즈/NNG 영화/NNG 선물/NNG 업데이트/NNG -/SS [/SS 최악/NNG 의/JKG 하루/NNG ]/SS,1040
1787,이/MM 영화/NNG 재미있/VA 네요/EC ~/SO,1605
1788,8/SN 월/NNB 10/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,4888
1789,알라딘/NNP 한/MM 번/NNB 더/MAG 보러오/VV 았/EP 어요/EC,528
1790,혹시/MAG 롯시/NNP 월/NNG 타/NNP 에서/JKB 무대인사/NNG 보/VV 시/EP ㄴ/EF 분/NNG ?/SF,621
1791,존윅/NNP 3/SN 예매/NNG 율/XSN 15/SN 위/NNB ㅠ/NNG ㅠ/SH,7085
1792,오랜만/NNG 에/JKB 포토티켓/NNG 많이/MAG 뽑/VV 았/EP 습니다/EC,1443
1793,오늘/NNG 보/VV ㄴ/ETM 영화/NNG,511
1794,압구정/NNP 아트/NNG 전단지/NNG 2/SN 개/NNB 입/VV 고/EC 및/MAG 소식/NNG,794
1795,./SF,573
1796,앞/NNG 으로/JKB 나오/VV ㄹ/ETM 디즈니/NNP 의/JKG 데/NNG 드/NNP 풀/NNG 에/JKB 대하/VV 여/EC .../SE,1280
1797,개봉/NNG 도/JX 안/MAG 하/VV ㄴ/ETM 영화/NNG 에/JKB 팬/NNG 이/JKS 있/VV 네요/EF !/SF,2303
1798,8/SN 월/NNB 9/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,5046
1799,다음/NNG 주/NNG VOD/SL 출시/NNG 소식/NNG,1226
1800,알라딘/NNP 4/SN DX/SL 용산/NNP 좌석/NNG (/SS D/SL 8/SN VS/SL G/SL 8/SN )/SS,858
1801,스파이더맨/NNG 포스터/NNG 들/XSN,706
1802,13/SN 일/NNB 시사회/NNG 어디/NP 가/VV 이/VCP 시/EP 어요/EF ?/SF,564
1803,영화/NNG 추천/NNG 좀/MAG 하/VV 여/EC 주/VX 시/EP 어요/EF !/SF,417
1804,포토/NNG 티켓/NNG 이/JKS 진짜/NNG 티켓/NNG 이/VCP 네/NNG 요/EC ㅠ/SWK ㅠ/MAG,2479
1805,집/NNG 으로/JKB 이거/NP ㄴ/JX 무슨/MM 일/NNG 이/VCP ㄹ까요/EF ?/SF,1922
1806,정말/MAG 좋/VA 은/ETM OST/SL 발견/NNG 하/XSV 였/EP 네요/EC ㅠ/SWK ㅠ/NNG,1174
1807,22/SN 시/NNB 현재/MAG cgv/SL 실시간/NNG 관객수/NNG ./SP jpg/SL,2430
1808,오늘/NNG 롯시/NNP 시사회/NNG 당첨/NNG 되/XSV 시/EP ㄴ/ETM 분/NNB 있/VV 으시/EP 어요/EF ?/SF,496
1809,'/SS 공작/NNG '/SS 을/JKO 보/VV ㄴ/ETM 일본/NNP 관객/NNG 들/XSN 반응/NNG,4416
1810,인생/NNG 영화/NNG 이/VCP ㄴ데/EC 2/SN 회/NNB 이상/NNG 보/VV 기/ETN 힘들/VA ㄴ/ETM 영화/NNG 있/VV 으시/EP 어요/EF ?/SF,3314
1811,오늘/NNG 두/MM 번/NNB 째/XSN 영화/NNG,381
1812,오늘/NNG 첫/MM 번/NNB 째/XSN 영화/NNG,399
1813,분노/NNG 의/JKG 질주/NNG 4/SN d/SL 시사회/NNG 당첨/NNG 되/XSV 었/EP 어요/EC +/SW ./SF +/SW,839
1814,데드/NNP 돈/NNG 다/NNP 이/NNG 어떻/VA ㄴ가요/EF ?/SF,730
1815,8/SN 월/NNB 8/SN 일/NNB 넷플릭스/NNP 업데이트/NNG 작품/NNG 들/XSN,3508
1816,./SF,3629
1817,오늘/NNG 두/MM 번/NNB 째/XSN 영화/NNG,311
1818,오늘/NNG ./SP 첫/MM 번/NNB 째/XSN 영화/NNG,372
1819,혹시/MAG cgv/SL 현장/NNG 에서/JKB 상영/NNG 시간/NNG 이후/NNG 몇/MM 분/NNB 까지/JX 예매/NNG 가능/NNG 하/XSA ㄴ가요/EF ?/SF,855
1820,좋아하/VV 는/ETM 영화/NNG 감독/NNG TOP/SL 10/SN 뽑/VV 아/EC 보/VX 았/EP 네요/EC,981
1821,[/SS 조/NNP ]/SS 뒤늦/VA 게/EC 보/VV 고/EC 오/VV 았/EP 어요/EC (/SS 약스포/NNG ?/SF )/SS,419
1822,./SF,1025
1823,네/IC 이/NNP 버/NNG 시리즈/NNG 무료/NNG 영화/NNG 선물/NNG 2/SN 편/NNB 업데이트/NNG 되/XSV 었/EP 습니다/EF ./SF 그/MM 중/NNB 한/MM 편/NNB 소개/NNG ./SF,1947
1824,8/SN 월/NNB 6/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,4802
1825,./SF,547
1826,알라딘/NNP 4/SN DX/SL 2/SN D/SL 질문/NNG 하/XSV ㅂ니다/EF ./SF,597
1827,오늘/NNG 보/VV ㄴ/ETM 영화/NNG 4/SN 편/NNB (/SS feat/SL ./SF 포토/NNG 티켓/NNG )/SS,879
1828,오늘/NNG 구하/VV ㄴ/ETM 뱃지/NNG ./SF,1084
1829,오늘/NNG 구하/VV ㄴ/ETM 뱃지/NNG ./SF,1084
1830,[/SS 날씨/NNG 의/JKG 아이/NNG ]/SS OST/SL 정말/MAG 좋/VA 아요/EC ㅠ/SWK ㅠ/MAG,508
1831,블루레/NNP 이/NNG 15/SN 개/NNB 돌파/NNG 하/XSV 였/EP 습니다/EF !/SF,1952
1832,용아맥/NNG 은/JX 너무/MAG 간/NNG 보/VV 네요/EF .../SE,2707
1833,./SF,1225
1834,8/SN 월/NNB 5/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,4950
1835,제/XPN 일/NR 좋아하/VV 시/EP 는/ETM 영화관/NNG 이/JKS 어디/NP 이/VCP ㄴ가요/EF ?/SF,1087
1836,포토티켓/NNG 수정/NNG 부탁/NNG 드리/VV ㅂ니다/EC,793
1837,저/NP 의/JKG 포토티켓/NNG 들/XSN,793
1838,‘/SS 분노/NNG 의/JKG 질주/NNG 8/SN ’/SS 팬아트/NNG 와/JC 사진/NNG 비교/NNG 샷/NNG,529
1839,이런/MM 영화/NNG 제/NNG 도/JX 있/VV 네요/EC,936
1840,./SF,749
1841,요즘/NNG 행복/NNG 하/XSA 시/EP ㄴ/ETM 분/NNB 들/XSN ./SF ./SE ./SE,909
1842,저/NP 도/JX 서울/NNP 코믹콘/NNG 정리/NNG 하/XSV 여/EC 보/VX ㅂ니다/EF ./SF,2573
1843,최근/NNG 영화/NNG 8/SN 편/NNB 포토티켓/NNG 뽑/VV 아/EC 오/VV 았/EP 습니다/EF !/SF,1085
1844,제/NP 가/JKS 한국/NNP 영화/NNG 를/JKO 안/NNG 보/VV 게/EC 되/VV 는/ETM 이유/NNG 는/JX .../SE,3958
1845,제니퍼/NNP 로렌스/NNP 캐릭터/NNG 중/NNB 제/XPN 일/NR 좋아하/VV 는/ETM 것/NNB 은/JX ?/SF +/SW _/SS +/SW,3282
1846,어/VA 벤/NNP 져스/NNG :/SP 엔드게임/NNG 에서/JKB .../SE,1238
1847,8/SN 월/NNB 3/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,4728
1848,제/NP 가/JKS 기대/NNG 하/XSV 고/EC 있/VX 는/ETM 작품/NNG 들/XSN 이/VCP ㅂ니다/EF ./SF,2680
1849,CGV/SL 실시간/NNG 관객수/NNG (/SS 21/SN 시/NNB 기준/NNG )/SS,2872
1850,제/NP 가/JKS 보/VV 았/EP 던/ETM 최악/NNG 의/JKG 영화/NNG .../SE,6101
1851,올해/NNG 최악/NNG 의/JKG 영화/NNG 가/JKS 무엇/NP 이/VCP 시/EP ㄴ가요/EF ?/SF,2979
1852,CGV/SL 가/JKS 지금/MAG 시즌/NNG 에/JKB 4/SN DX/SL 로/JKB 재/XPN 개봉/NNG 하/VV 여야/EC 하/VX ㄹ/ETM 영화/NNG,4401
1853,누구/NP 나/JX 알/VV 는/ETM 비밀/NNG 후기/NNG,626
1854,코믹콘/NNG 서울/NNP 에/JKB 다녀오/VV 았/EP 습니다/EF !/SF,1190
1855,8/SN 월/NNB 2/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,5618
1856,다음/NNG 주/NNG VOD/SL 출시/NNG 예정/NNG,3265
1857,이거/NP 포토티켓/NNG 이미지/NNG 수정/NNG 좀/MAG 하/VV 여/EC 주/VX 시/EP ㄹ/ETM 분/NNB 계/VV 신/NNG 가요/EF ?/SF ?/SF,1195
1858,보/VV 시/EP 었/EP 던/ETM 영화/NNG 중/NNB 추천/NNG 영화/NNG 는/JX ?/SF,602
1859,오늘/NNG 보/VV 는/ETM 영화/NNG,276
1860,포토티켓/NNG 수정/NNG 부탁/NNG 드리/VV ㅂ니다/EF !/SF,609
1861,[/SS 집/NNG 으로/JKB ]/SS 재/XPN 개봉/NNG 포스터/NNG,1185
1862,영화/NNG 캐릭터/NNG 이름/NNG 이/JKS 기억/NNG 이/JKS 안/MAG 나/VV 요/EC ㅠ/SWK ㅠ/SH,643
1863,시/NNP 네/NNG 마/NNP 포/NNG 가/VV 았/EP 다/EC 오/VV 았/EP 습니다/EC ㅎ/NNG ㅎㅎ/NNG,1427
1864,[/SS 코믹콘/NNG ]/SS 가/VV 았/EP 다/EC 오/VV 았/EP 어요/EF .../SE,1086
1865,혹시/MAG 포토티켓/NNG 사진/NNG 수정/NNG 부탁/NNG 드리/VV 어도/EC 되/VV ㄹ까요/EF ?/SF,611
1866,[/SS 그것/NP :/SP 두/MM 번/NNB 째/XSN 이야기/NNG ]/SS 아이맥스/NNG 포스터/NNG 공개/NNG,2487
1867,누구/NP 나/JX 알/VV 는/ETM 비밀/NNG 좋/VA 아요/EC,1064
1868,영화/NNG 시작/NNG 전/NNG 무엇/NP ㄹ/JKO 하/VV 시/EP 나요/EF ?/SF,3252
1869,포티/NNG 뽑/VV 아/EC 오/VV 았/EP 어요/EC ~/SO !/SF,675
1870,롯데시네마/NNP 예매/NNG 율/XSN,1627
1871,1/SN 년/NNB 후/NNG ./SF .../SE,744
1872,극장/NNG 에서/JKB 집/NNG 으로/JKB 예고편/NNG 보/VV 았/EP 습니다/EF ./SF,218
1873,8/SN 월/NNB 영화/NNG,422
1874,여성/NNG 영화/NNG 제/XSN 상영작/NNG 공개/NNG,973
1875,영화관/NNG 이야기/NNG 둘/NR ~/SO,1675
1876,8/SN 월/NNB 1/SN 일/NNB 넷플릭스/NNP 업데이트/NNG 작품/NNG 들/XSN,3983
1877,[/SS 그것/NP :/SP 두/MM 번/NNB 째/XSN 이야기/NNG ]/SS 메인/NNG 포스터/NNG 2/SN 종/NNG,890
1878,[/SS 데드/NNP 돈/NNG 다/NNP 이/NNG ]/SS 네/IC 이/NNP 버/NNG 평점/NNG 근황/NNG,2318
1879,(/SS 스/NNG 포/NNP )/SS 알라딘/NNP 4/SN dx/SL 결국/NNG 에/JKB ㄴ/JX 보/VV 았/EP 는데/EF !/SF,877
1880,(/SS 스포/NNG )/SS 누구/NP 나/JX 알/VV 는/ETM 비밀/NNG 보/VV 고/EC 오/VV 았/EP 는데/EC 이것/NP 이/JKS 무슨/MM .../SE,1011
1881,‘/SS 엔드게임/NNG ’/SS 4/SN K/SL 블루레이/NNP 실물/NNG 샷/NNG (/SS 해외/NNG )/SS,984
1882,오늘/NNG 두/MM 번/NNB 째/XSN 영화/NNG,315
1883,블/NNG 시/NNP 오/VV 았/EP 는데/EC 3/SN D/SL 시사회/NNG 는/JX 처음/NNG 이/VCP 네요/EF .../SE,1263
1884,오랜만/NNG 에/JKB 문화/NNG 의/JKG 날/NNG 영화/NNG 보/VV 러/EC 오/VX 았/EP 네/EF 요/EC ^/SW ^/SW,421
1885,[/SS 데드/NNP 돈/NNG 다/NNP 이/NNG ]/SS 보/VV 고/EC 오/VV 았/EP 습니다/EF ./SF 어/IC ../SE ./SF (/SS 노스포/NNP )/SS,879
1886,오늘/NNG 첫/MM 번/NNB 째/XSN 영화/NNG,491
1887,./SF,1330
1888,'/SS 엔드게임/NNG '/SS 비하인드/NNG 샷/NNG 추가/NNG (/SS 스포/NNG )/SS,789
1889,[/SS 라스트/NNG 미션/NNG ]/SS 중국/NNP 개봉/NNG 확정/NNG,368
1890,7/SN 월/NNB 포토티켓/NNG 뽑/VV 았/EP 어요/EC,722
1891,그냥/MAG 영화관/NNG 이야기/NNG ㅎ/NNG,704
1892,엔드게임/NNG 블루레이/NNP 어디/NP 서/JKB 구매/NNG 하/XSV ㄹ/ETM 수/NNB 있/VV 나요/EF ?/SF,1036
1893,문화/NNG 의/JKG 날/NNG 영화/NNG 2/SN 편/NNB !/SF !/SF !/SF,832
1894,./SF,1984
1895,7/SN 월/NNB 30/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,3948
1896,메가박스/NNG 질문/NNG 이/VCP 요/EC,368
1897,용산/NNG cgv/SL 18/SN 관/NNB 후기/NNG,584
1898,용산/NNP 시사회/NNG 현장/NNG 정보/NNG (/SS 수정/NNG )/SS,1107
1899,2019/SN 년/NNB 3/SN 월/NNB 의/JKG 최고/NNG 의/JKG 영화/NNG 와/JC 최악/NNG 의/JKG 영화/NNG,1224
1900,내일/NNG 드디어/MAG 개봉작/NNG 다/MAG 보/VV 네요/EC ㅎ/NNG,705
1901,롯데시네마/NNP [/SS 누구/NP 나/JX 알/VV 는/ETM 비밀/NNG ]/SS 예매/NNG 경품/NNG 이벤트/NNG,559
1902,시사회/NNG 관객/NNG 수/NNG 도/JX 포함/NNG 이/VCP ㄴ가요/EF ?/SF,879
1903,지금/MAG 영화/NNG 예매/NNG 율/XSN 완전/NNG 전쟁/NNG 이/VCP 네요/EF ../SE,3001
1904,나/NP 나/JC 광고/NNG 촬영/NNG 준비/NNG 샷/NNG 들/XSN,1154
1905,[/SS 누구/NP 나/JX 알/VV 는/ETM 비밀/NNG ]/SS 포토티켓/NNG 이미지/NNG,1717
1906,롯데/NNP 에서/JKB 주/VV 는/ETM 선물/NNG ??/SF,1788
1907,용아맥/NNG 자리/NNG 질문/NNG 이/VCP 요/EF ../SE,605
1908,8/SN 월/NNB 8/SN 일/NNB 무슨/MM 날/NNG 이/VCP ㄴ가요/EF .../SE ?/SF,1985
1909,7/SN 월/NNB 메/NNP 가/VV 서/JKB 5/SN 편/NNB 보/VV 기/ETN 완료/NNG,727
1910,롯데시네마/NNP 게임/NNG 이벤트/NNG,1446
1911,기생충/NNG 새롭/VA ㄴ/ETM 포스터/NNG,7250
1912,오늘/NNG 첫/MM 번/NNB 째/XSN 영화/NNG,492
1913,[/SS 4/SN DX/SL ]/SS ‘/SS 알라딘/NNP ’/SS 국내/NNG 4/SN DX/SL 관객/NNG 100/SN 만/NR 돌파/NNG,3216
1914,CGV/SL 생일/NNG 쿠폰/NNG 관련/NNG 질문/NNG,1304
1915,최근/NNG 에/JKB 구하/VV ㄴ/ETM 영화/NNG 엽서/NNG 이/VCP ㅂ니다/EC ㅋㅋ/NNG,1788
1916,알라딘/NNP 용포디/NNP 빠지/VV 는/ETM 속/NNG 도/JX 보/VV 니/EF ../SF 이해/NNG 는/JX 되/VV ㅂ니다/EC,2449
1917,‘/SS 닥터/NNG 스트레인지/NNG 2/SN ’/SS 팬포스터/NNG,1200
1918,알라딘/NNP 용포디/NNP 보/VV 고/EC 오/VV 았/EP 어요/EF !/SF !/SF,1148
1919,시사회/NNG 어디/NP ㄹ/JKO 가/VV ㄹ까요/EF ?/SF,912
1920,일본/NNP 에서/JKB 구매/NNG 하/XSV ㄴ/ETM 날씨/NNG 의/JKG 아이/NNG 굿즈/NNG 들/XSN 이/VCP ㅂ니다/EC,1210
1921,[/SS 날씨/NNG 의/JKG 아이/NNG ]/SS IMAX/SL 로/JKB 관람/NNG 하/XSV ㄴ/ETM 후기/NNG 이/VCP ㅂ니다/EF ./SF,3741
1922,알라딘/NNP 4/SN D/SL 가/JKS 결국/NNG 8/SN 월/NNB 까지/JX 가/VV ㄹ/ETM 것/NNB 같/VA 네요/EF ./SF,1368
1923,현재/MAG 실시간/NNG 예매/NNG 율/XSN (/SS 16/SN :/SP 30/SN )/SS,2349
1924,여자/NNG 는/JX 등/NNB 으로/JKB 말/NNG 하/XSV ㄴ다/EC,1555
1925,분노/NNG 의/JKG 질주/NNG 메가박스/NNG 1/SN +/SW 1/SN 뜨/VV 었/EP 어요/EC ㅋㅋ/NNG,723
1926,제/NP 가/JKS 스파이더맨/NNG 을/JKO 좋아하/VV 는/ETM 이유/NNG,3182
1927,[/SS 스/NNG 타/NNP 이즈/NNG 본/NNG ]/SS,881
1928,익무/NNP 시사/NNG 후기/NNG 질문/NNG 이/JKS 있/VV 어요/EF !/SF,390
1929,오랜만/NNG 에/JKB 블/NNG 레이/NNP 드/NNG 러너/NNP 를/JKO 다시/MAG 보/VV 았/EP 는데/EC,807
1930,CGV/SL 쿠폰/NNG 도/JX 양도/NNG 가/JKS 가능/NNG 하/XSA ㄴ/EF 것/NNB 이/VCP ㄴ가요/EF ?/SF,1109
1931,"한/MM 시간/NNG 후/NNG ,/SP 익무인/NNG 이/VCP 면/EC 꼭/MAG 보/VV 아야/EC 하/VX ㄹ/ETM 영화/NNG !/SF",3516
1932,오랜만/NNG 에/JKB 포토티켓/NNG 이벤트/NNG !/SF,1347
1933,포토티켓/NNG 이미지/NNG 수정/NNG 부탁/NNG 드리/VV ㅂ니다/EF ./SF ./SE,1007
1934,신비/NNG 하/XSA ㄴ/ETM 동물/NNG 사전/NNG 3/SN 편/NNB 소식/NNG 들/XSN,6832
1935,오늘/NNG 두/MM 번/NNB 째/XSN 영화/NNG,326
1936,같/VA 은/ETM 관/NNG 에서/JKB 영화/NNG 3/SN 편/NNB 연속/NNG 관람/NNG 하/XSV 고/EC 나오/VV 았/EP 네요/EF !/SF,2146
1937,포토티켓/NNG 이미지/NNG 수정/NNG 부탁/NNG 드리/VV ㅂ니다/EF ./SF ./SE,852
1938,'/SS 누구/NP 나/JX 알/VV 는/ETM 비밀/NNG '/SS 초간단/NNG 리뷰/NNG,1094
1939,오늘/NNG 첫/MM 번/NNB 째/XSN 영화/NNG,390
1940,[/SS 날씨/NNG 의/JKG 아이/NNG ]/SS 아이맥스/NNG 로/JKB 2/SN 회/NNB 차/NNB 오/VV 았/EP 습니다/EF ./SF,1688
1941,포토티켓/NNG 부탁/NNG 드리/VV ㅂ니다/EF !/SF,642
1942,올해/NNG 부산/NNP 영화제/NNG 에서/JKB 일본/NNP 상영작/NNG 들/XSN 은/JX 어떻/VA 게/EC 되/VV ㄹ까요/EF ?/SF,1483
1943,영화/NNG 기대/NNG 되/XSV 어/EC 는/JX 영화/NNG 뭐/NP 가/JKS 있/VV 을까요/EF ?/SF,562
1944,디즈니/NNP 캐릭터/NNG 처럼/JKB 연기/NNG 하/XSV 기/ETN,1015
1945,7/SN 월/NNB 24/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,6535
1946,알라딘/NNP 이/MM 이미지/NNG 포토티켓/NNG 뽑/VV 으면/EC 잘/MAG 나오/VV ㄹ까요/EF ../SE ?/SF,1540
1947,오늘/NNG 마지막/NNG 영화/NNG,584
1948,위/NNG !/SF 보/VV 았/EP 어/EF 요/EC (/SS 노스포/NNP )/SS,570
1949,CGV/SL 시사회/NNG 는/JX 한/MM 번/NNB 도/JX 당첨/NNG 이/JKC 안/MAG 되/XSV ㄴ/ETM 다/EC 는/ETM .../SE,675
1950,인생/NNG 영화/NNG,492
1951,[/SS 조/NNP ]/SS 아티스트/NNG 뱃지/NNG +/SW 포스터/NNG 받/VV 았/EP 습니다/EC,1261
1952,오늘/NNG 보/VV 는/ETM 두/MM 편/NNB,674
1953,예매/NNG 취소/NNG 하/XSV 였/EP 네요/EC,2363
1954,스타리움/NNG 이/JKS 자리/NNG 어떻/VA ㄴ가요/EF ?/SF ?/SF,774
1955,영등포/NNP 스타리움/NNG 이/JKS 자리/NNG 어떻/VA ㄴ가요/EF ?/SF,753
1956,엔드게임/NNG 아직/MAG 도/JX 상영/NNG 하/XSV 여/EC 주/VX 는/ETM 곳/NNG 이/JKS 있/VV 네요/EC,1328
1957,익무/NNG 시사회/NNG 때/NNG 나누/VV ㅁ/ETN 받/VV 은/ETM 것/NNB 들/XSN 감사/NNG 하/XSV ㅂ니다/EF ./SF,735
1958,우리/NP 들/XSN 중/NNB 에/JKB 스파이/NNG 가/JKS 있/VV 는/ETM 것/NNB 같/VA 아/EF ./SF jpg/SL,1202
1959,용산/NNP 에서/JKB 포토티켓/NNG 오늘/NNG 잘/MAG 나오/VV 았/EP 어요/EF !/SF !/SF (/SS 포토티켓/NNG )/SS,1115
1960,7/SN 월/NNB 23/SN 일/NNB 박스오피스/NNG //SP 예매/NNG 율/XSN,4377
1961,날씨/NNG 의/JKG 아이/NNG 노스포/NNP 후기/NNG 입/VV 니다/EC ㅠ/NNG,1254
1962,[/SS 누구/NP 나/JX 알/VV 는/ETM 비밀/NNG ]/SS 캐릭터/NNG 포스터/NNG,463
1963,현재/MAG 예매/NNG 율/XSN,2218
1964,오늘/NNG 의/JKG 배우/NNG,614
1965,한국/NNP 영화/NNG 10/SN ~/SO 12/SN 월/NNB 개봉/NNG 예상/NNG 작품/NNG 정리/NNG 하/XSV 여/EC 보/VX 았/EP 습니다/EF ./SF,3260
1966,CGV/SL 예매/NNG 오픈/NNG 질문/NNG,1289
1967,"영화/NNG 나/JC 드라마/NNG 보/VV ㄹ/ETM 때/NNG ,/SP 나/NP 만/JX 이런/MM 것/NNB 이/VCP ㄴ지/EC 궁금/XR 하/XSA ㄴ/ETM 것/NNB 들/XSN +/SW _/SS +/SW",1062
1968,'/SS 닥터/NNG 스트레인지/NNG 2/SN '/SS 팬포스터/NNG,1097
1969,'/SS 토르/NNP 4/SN '/SS 팬포스터/NNG,845
1970,하루/NNG 4/SN 편/NNB 보/NNG 는/ETM 것/NNB ㄴ/JX 무/NNG 리/VV 겠/EP 죠/EF ?/SF,1697
1971,메박/NNG 오리지널/NNG 티켓/NNG 다음/NNG 영화/NNG 는/JX 뭐/NP 이/VCP ㄹ까요/EF ?/SF,1811
1972,마블/NNG 영화/NNG 에/JKB 출연/NNG 하/XSV 였/EP 으면/EC 하/VV 는/ETM 배우/NNG 있/VV 나요/EF ?/SF,1281
1973,메박/NNG 오리지널/NNG 티켓/NNG 관람/NNG 권/XSN 쓰/VV 어도/EC 주/VV 기/ETN 도/JX 하/VX 나요/EF ??/SF,1130
1974,날씨/NNG 의/JKG 아이/NNG 2/SN 회/NNB 차/NNB 하/VV ㅂ니다/EC,602
1975,오랜만/NNG 에/JKB 블라인드/NNG 되/XSV 었/EP 어요/EC,1264
